poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,imputed_sample_size,politician_id,politician,favorable,unfavorable,alternate_answers,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable,
84165,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,9/13/23,9/14/23,,,,181659,2103,rv,,rv,,9/15/23 20:52,,https://harvardharrispoll.com/wp-content/uploads/2023/09/HHP_Sept23_KeyResults.pdf,,false,,2103,21,Chris Christie,25,45,29,6,19,25,20,
84165,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,9/13/23,9/14/23,,,,181661,2103,rv,,rv,,9/15/23 20:52,,https://harvardharrispoll.com/wp-content/uploads/2023/09/HHP_Sept23_KeyResults.pdf,,false,,2103,8249,Doug Burgum,16,21,63,5,11,12,9,
84136,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/10/23,9/12/23,,,,181361,1500,a,,a,,9/13/23 09:55,,https://docs.cdn.yougov.com/0d5jmcbf98/econtoplines.pdf,,false,,1500,11,Donald Trump,41,56,3,26,15,11,45,
84136,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/10/23,9/12/23,,,,181362,1334,rv,,rv,,9/13/23 09:55,,https://docs.cdn.yougov.com/xttgobsv8q/econTabReport.pdf,,false,,1334,11,Donald Trump,41,58,1,28,13,8,50,
84136,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/10/23,9/12/23,,,,181367,1500,a,,a,,9/13/23 09:55,,https://docs.cdn.yougov.com/0d5jmcbf98/econtoplines.pdf,,false,,1500,42,Joe Biden,41,56,3,19,22,13,43,
84136,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/10/23,9/12/23,,,,181368,1334,rv,,rv,,9/13/23 09:55,,https://docs.cdn.yougov.com/xttgobsv8q/econTabReport.pdf,,false,,1334,42,Joe Biden,42,56,1,22,20,11,45,
84136,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/10/23,9/12/23,,,,181370,1500,a,,a,,9/13/23 09:55,,https://docs.cdn.yougov.com/0d5jmcbf98/econtoplines.pdf,,false,,1500,3084,Ron DeSantis,36,46,18,15,21,11,35,
84136,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/10/23,9/12/23,,,,181371,1334,rv,,rv,,9/13/23 09:55,,https://docs.cdn.yougov.com/xttgobsv8q/econTabReport.pdf,,false,,1334,3084,Ron DeSantis,39,52,9,17,22,11,41,
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,,,181548,1012,rv,,rv,,9/14/23 19:24,,https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,,false,,1012,11,Donald Trump,43,57,0,27,16,9,47,
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,,,181549,1012,rv,,rv,,9/14/23 19:24,,https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,,false,,1012,3084,Ron DeSantis,37,53,10,13,23,16,38,
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,,,181550,1012,rv,,rv,,9/14/23 19:24,,https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,,false,,1012,19009,Vivek G. Ramaswamy,35,36,28,13,22,14,23,
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,,,181551,1012,rv,,rv,,9/14/23 19:24,,https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,,false,,1012,6657,Nikki Haley,33,40,28,10,22,19,22,
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,,,181552,1012,rv,,rv,,9/14/23 19:24,,https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,,false,,1012,25,Mike Pence,32,63,5,6,26,28,35,
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,,,181553,1012,rv,,rv,,9/14/23 19:24,,https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,,false,,1012,2712,Tim Scott,27,33,40,8,19,16,17,
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,,,181554,1012,rv,,rv,,9/14/23 19:24,,https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,,false,,1012,21,Chris Christie,26,58,16,4,21,28,31,
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,,,181555,1012,rv,,rv,,9/14/23 19:24,,https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,,false,,1012,8249,Doug Burgum,11,23,66,2,9,13,10,
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,,,181631,1012,rv,,rv,,9/15/23 20:51,,https://www.foxnews.com/official-polls/fox-news-poll-voters-split-over-biden-impeachment-inquiry,,false,,1012,42,Joe Biden,40,60,0,20,20,14,46,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181406,1726,rv,,rv,,9/13/23 14:21,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,11,Donald Trump,41,54,4,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181408,1726,rv,,rv,,9/13/23 14:22,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,3084,Ron DeSantis,33,48,18,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181410,1726,rv,,rv,,9/13/23 14:22,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,6657,Nikki Haley,31,30,39,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181412,1726,rv,,rv,,9/13/23 14:22,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,25,Mike Pence,23,62,14,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181414,1726,rv,,rv,,9/13/23 14:22,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,42,Joe Biden,39,54,6,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181416,1726,rv,,rv,,9/13/23 14:22,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,2712,Tim Scott,25,23,52,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181418,1726,rv,,rv,,9/13/23 14:22,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,6597,Asa Hutchinson,9,25,66,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181420,1726,rv,,rv,,9/13/23 14:22,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,21,Chris Christie,21,54,24,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181422,1726,rv,,rv,,9/13/23 14:22,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,19009,Vivek G. Ramaswamy,22,35,44,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181424,1726,rv,,rv,,9/13/23 14:22,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,17604,Larry A. Elder,17,13,70,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181426,1726,rv,,rv,,9/13/23 14:24,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,8249,Doug Burgum,5,11,84,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181428,1726,rv,,rv,,9/13/23 14:24,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,4010,Will Hurd,6,11,84,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181430,1726,rv,,rv,,9/13/23 14:24,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,19014,Robert F. Kennedy,32,35,32,,,,,
84138,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,,,181432,1726,rv,,rv,,9/13/23 14:24,,https://poll.qu.edu/poll-release?releaseid=3878,,false,,1726,3846,Marianne Williamson,8,20,72,,,,,
84159,1347,Cygnal Political,,,Cygnal,67,Cygnal,A,,,9/4/23,9/6/23,,,,181564,2000,lv,,lv,,9/14/23 19:25,,https://www.cygn.al/wp-content/uploads/2023/09/Cygnal-September-National-Deck.pdf,,false,,2000,42,Joe Biden,44.2,52.1,3.7,25.2,19,11.1,41,
84159,1347,Cygnal Political,,,Cygnal,67,Cygnal,A,,,9/4/23,9/6/23,,,,181565,2000,lv,,lv,,9/14/23 19:25,,https://www.cygn.al/wp-content/uploads/2023/09/Cygnal-September-National-Deck.pdf,,false,,2000,11,Donald Trump,44.7,52.4,3,27.9,16.7,9.2,43.2,
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,,,180987,1500,a,,a,,9/6/23 12:52,,https://docs.cdn.yougov.com/8ssfdycdra/econtoplines.pdf,,false,,1500,11,Donald Trump,40,58,2,22,18,11,47,
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,,,180988,1329,rv,,rv,,9/6/23 12:52,,https://docs.cdn.yougov.com/ze05ewgo9y/econTabReport.pdf,,false,,1329,11,Donald Trump,43,56,1,25,18,9,47,
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,,,180993,1500,a,,a,,9/6/23 12:52,,https://docs.cdn.yougov.com/8ssfdycdra/econtoplines.pdf,,false,,1500,42,Joe Biden,41,55,4,18,23,12,43,
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,,,180994,1329,rv,,rv,,9/6/23 12:52,,https://docs.cdn.yougov.com/ze05ewgo9y/econTabReport.pdf,,false,,1329,42,Joe Biden,44,56,1,22,22,10,46,
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,,,180996,1500,a,,a,,9/6/23 12:52,,https://docs.cdn.yougov.com/8ssfdycdra/econtoplines.pdf,,false,,1500,3084,Ron DeSantis,36,46,18,15,21,10,36,
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,,,180997,1329,rv,,rv,,9/6/23 12:52,,https://docs.cdn.yougov.com/ze05ewgo9y/econTabReport.pdf,,false,,1329,3084,Ron DeSantis,42,48,9,19,23,10,38,
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,,,181084,1022,lv,,lv,,9/6/23 20:02,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,false,,1022,42,Joe Biden,40,57,3,18,23,13,44,
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,,,181088,1022,lv,,lv,,9/6/23 20:02,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,false,,1022,11,Donald Trump,40,57,3,23,18,8,49,
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,,,181090,1022,lv,,lv,,9/6/23 20:02,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,false,,1022,3084,Ron DeSantis,35,48,17,13,22,10,38,
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,,,181092,1022,lv,,lv,,9/6/23 20:02,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,false,,1022,25,Mike Pence,29,58,13,8,21,24,34,
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,,,181094,1022,lv,,lv,,9/6/23 20:02,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,false,,1022,6657,Nikki Haley,32,34,35,9,22,15,19,
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,,,181096,1022,lv,,lv,,9/6/23 20:02,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,false,,1022,2712,Tim Scott,28,26,46,9,20,10,16,
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,,,181098,1022,lv,,lv,,9/6/23 20:02,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,false,,1022,19009,Vivek G. Ramaswamy,36,34,30,17,19,11,23,
84097,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,,,181100,1022,lv,,lv,,9/6/23 20:02,,https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,,false,,1022,21,Chris Christie,21,53,26,4,17,26,28,
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/23,8/31/23,,,,180934,1503,a,,a,,9/5/23 13:14,,https://www.cnn.com/2023/09/05/politics/cnn-poll-trump-primary-criminal-charges/index.html,,false,,1503,11,Donald Trump,35,56,8,,,,,
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/23,8/31/23,,,,180935,,rv,,rv,,9/5/23 13:14,,https://www.cnn.com/2023/09/05/politics/cnn-poll-trump-primary-criminal-charges/index.html,,false,,,11,Donald Trump,36,57,7,,,,,
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/23,8/31/23,,,,181182,1503,a,,a,,9/7/23 09:21,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,false,,1503,42,Joe Biden,35,58,7,,,,,
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/23,8/31/23,,,,181183,1259,rv,,rv,,9/7/23 09:21,,https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,,false,,1259,42,Joe Biden,36,60,4,,,,,
84133,1805,Verasight,,,Verasight,774,Verasight,,Probability Panel/Online Ad,,8/18/23,8/31/23,,,,181328,5356,a,,a,,9/12/23 12:36,,https://verasight-genz-2023.tiiny.co/#opinions-of-notable-figures,,false,,5356,11,Donald Trump,48,47,5,29,19,10,37,
84133,1805,Verasight,,,Verasight,774,Verasight,,Probability Panel/Online Ad,,8/18/23,8/31/23,,,,181329,5356,a,,a,,9/12/23 12:36,,https://verasight-genz-2023.tiiny.co/#opinions-of-notable-figures,,false,,5356,42,Joe Biden,44,51,5,22,22,13,38,
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,,,180900,1500,rv,,rv,,9/4/23 09:19,,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,,false,,1500,42,Joe Biden,39,58,3,17,23,9,49,
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,,,180901,1500,rv,,rv,,9/4/23 09:19,,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,,false,,1500,11,Donald Trump,39,58,3,27,12,6,52,
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,,,180902,1500,rv,,rv,,9/4/23 09:19,,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,,false,,1500,3084,Ron DeSantis,37,55,8,14,22,9,46,
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,,,180903,1500,rv,,rv,,9/4/23 09:19,,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,,false,,1500,25,Mike Pence,21,68,10,3,18,26,43,
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,,,180904,750,rv,,rv,,9/4/23 09:20,split sample,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,,false,,750,6657,Nikki Haley,34,37,28,7,28,17,21,
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,,,180905,750,rv,,rv,,9/4/23 09:20,split sample,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,,false,,750,2712,Tim Scott,33,32,34,9,24,14,18,
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,,,180906,750,rv,,rv,,9/4/23 09:20,split sample,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,,false,,750,19009,Vivek G. Ramaswamy,27,38,35,9,18,10,28,
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,,,180907,750,rv,,rv,,9/4/23 09:20,split sample,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,,false,,750,21,Chris Christie,26,63,11,4,22,23,40,
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,,,180909,750,rv,,rv,,9/4/23 09:20,split sample,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,,false,,750,19014,Robert F. Kennedy,35,44,21,8,27,13,31,
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,,,180660,1500,a,,a,,8/30/23 10:29,,https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,,false,,1500,11,Donald Trump,39,57,4,24,15,11,46,
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,,,180661,1303,rv,,rv,,8/30/23 10:29,,https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,,false,,1303,11,Donald Trump,41,57,1,27,14,9,48,
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,,,180666,1500,a,,a,,8/30/23 10:30,,https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,,false,,1500,42,Joe Biden,40,57,3,17,23,13,44,
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,,,180667,1303,rv,,rv,,8/30/23 10:30,,https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,,false,,1303,42,Joe Biden,43,55,1,20,23,9,46,
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,,,180669,1500,a,,a,,8/30/23 10:30,,https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,,false,,1500,6657,Nikki Haley,29,39,33,8,21,18,21,
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,,,180670,1303,rv,,rv,,8/30/23 10:30,,https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,,false,,1303,6657,Nikki Haley,35,43,22,10,25,19,24,
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,,,180672,1500,a,,a,,8/30/23 10:30,,https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,,false,,1500,21,Chris Christie,22,55,24,4,18,25,30,
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,,,180673,1303,rv,,rv,,8/30/23 10:30,,https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,,false,,1303,21,Chris Christie,24,63,13,4,20,29,34,
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,,,180675,1500,a,,a,,8/30/23 10:30,,https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,,false,,1500,2712,Tim Scott,28,31,42,11,17,13,18,
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,,,180676,1303,rv,,rv,,8/30/23 10:30,,https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,,false,,1303,2712,Tim Scott,33,34,32,13,20,14,20,
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,,,180678,1500,a,,a,,8/30/23 10:30,,https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,,false,,1500,19009,Vivek G. Ramaswamy,27,35,37,8,19,12,23,
